#MM, mutrate(i) , mutrate(j) , #(i,j) 
243.000000, 0.030631 , 0.003185 , 1496395.000000
101.000000, 0.030631 , 0.001887 , 1482059.000000
1421.000000, 0.030631 , 0.027038 , 1489134.000000
286.000000, 0.030631 , 0.004225 , 1493022.000000
137.000000, 0.030631 , 0.002738 , 1492458.000000
71.000000, 0.030631 , 0.001816 , 1481766.000000
285.000000, 0.030631 , 0.006630 , 1473153.000000
302.000000, 0.030631 , 0.005929 , 1470711.000000
242.000000, 0.030631 , 0.004112 , 1471655.000000
797.000000, 0.030631 , 0.017915 , 1285756.000000
3035.000000, 0.030631 , 0.071643 , 1307030.000000
834.000000, 0.030631 , 0.017704 , 1299711.000000
1946.000000, 0.030631 , 0.050457 , 1267596.000000
535.000000, 0.030631 , 0.013422 , 1394358.000000
953.000000, 0.030631 , 0.019972 , 1405034.000000
356.000000, 0.030631 , 0.008550 , 1401735.000000
204.000000, 0.030631 , 0.004798 , 1401295.000000
566.000000, 0.030631 , 0.012990 , 1292548.000000
1979.000000, 0.030631 , 0.051441 , 1196582.000000
4773.000000, 0.030631 , 0.121000 , 1340370.000000
850.000000, 0.030631 , 0.019359 , 1388719.000000
1441.000000, 0.030631 , 0.033801 , 1412346.000000
2910.000000, 0.030631 , 0.061484 , 1458460.000000
191.000000, 0.030631 , 0.003519 , 1498218.000000
182.000000, 0.030631 , 0.003283 , 1499519.000000
69.000000, 0.030631 , 0.001171 , 1497481.000000
138.000000, 0.030631 , 0.002789 , 1487147.000000
44.000000, 0.030631 , 0.000811 , 1482850.000000
191.000000, 0.030631 , 0.004678 , 1484145.000000
58.000000, 0.030631 , 0.001406 , 1454591.000000
34.000000, 0.030631 , 0.001175 , 1389347.000000
110.000000, 0.030631 , 0.002779 , 1477173.000000
389.000000, 0.030631 , 0.006066 , 1485721.000000
129.000000, 0.030631 , 0.002657 , 1491342.000000
182.000000, 0.030631 , 0.004703 , 1490365.000000
38.000000, 0.030631 , 0.000826 , 1488732.000000
121.000000, 0.030631 , 0.002595 , 1486009.000000
177.000000, 0.030631 , 0.003650 , 1485333.000000
168.000000, 0.030631 , 0.003716 , 1457908.000000
2092.000000, 0.030631 , 0.047037 , 1394776.000000
1492.000000, 0.030631 , 0.030412 , 1420904.000000
452.000000, 0.030631 , 0.009617 , 1419070.000000
1253.000000, 0.030631 , 0.027106 , 1405605.000000
1693.000000, 0.030631 , 0.038762 , 1416687.000000
1266.000000, 0.030631 , 0.026208 , 1417941.000000
224.000000, 0.030631 , 0.006083 , 1430388.000000
154.000000, 0.030631 , 0.003306 , 1438424.000000
916.000000, 0.030631 , 0.021823 , 1443758.000000
255.000000, 0.030631 , 0.006689 , 1473476.000000
244.000000, 0.030631 , 0.004409 , 1472793.000000
240.000000, 0.030631 , 0.006068 , 1456511.000000
265.000000, 0.030631 , 0.005651 , 1454276.000000
784.000000, 0.030631 , 0.016974 , 1462612.000000
469.000000, 0.030631 , 0.010009 , 1479775.000000
132.000000, 0.030631 , 0.002473 , 1461478.000000
413.000000, 0.030631 , 0.008528 , 1458266.000000
373.000000, 0.030631 , 0.008935 , 1477442.000000
307.000000, 0.030631 , 0.006773 , 1483746.000000
145.000000, 0.030631 , 0.003477 , 1486135.000000
46.000000, 0.030631 , 0.000783 , 1471536.000000
288.000000, 0.030631 , 0.006730 , 1470148.000000
147.000000, 0.030631 , 0.003534 , 1462627.000000
1185.000000, 0.030631 , 0.025387 , 1475745.000000
67.000000, 0.030631 , 0.001399 , 1479036.000000
215.000000, 0.030631 , 0.004813 , 1486271.000000
55.000000, 0.030631 , 0.001776 , 1488670.000000
126.000000, 0.030631 , 0.003294 , 1476333.000000
51.000000, 0.030631 , 0.000995 , 1470287.000000
65.000000, 0.030631 , 0.001802 , 1462938.000000
125.000000, 0.030631 , 0.003205 , 1457191.000000
2491.000000, 0.030631 , 0.061464 , 1404419.000000
402.000000, 0.030631 , 0.010084 , 1380286.000000
553.000000, 0.030631 , 0.013489 , 1348593.000000
1843.000000, 0.030631 , 0.045507 , 1277325.000000
1918.000000, 0.030631 , 0.045953 , 1291594.000000
1943.000000, 0.030631 , 0.048040 , 1313609.000000
1628.000000, 0.030631 , 0.042457 , 1312399.000000
577.000000, 0.030631 , 0.014750 , 1323308.000000
614.000000, 0.030631 , 0.015606 , 1320622.000000
282.000000, 0.030631 , 0.008478 , 1281713.000000
299.000000, 0.030631 , 0.007860 , 1347272.000000
1891.000000, 0.030631 , 0.040838 , 1356325.000000
366.000000, 0.030631 , 0.009713 , 1309607.000000
64.000000, 0.023413 , 0.001887 , 1448182.000000
1499.000000, 0.023413 , 0.027038 , 1454429.000000
212.000000, 0.023413 , 0.004225 , 1456516.000000
132.000000, 0.023413 , 0.002738 , 1456087.000000
62.000000, 0.023413 , 0.001816 , 1446169.000000
240.000000, 0.023413 , 0.006630 , 1437924.000000
263.000000, 0.023413 , 0.005929 , 1435144.000000
87.000000, 0.023413 , 0.004112 , 1435673.000000
608.000000, 0.023413 , 0.017915 , 1253481.000000
2441.000000, 0.023413 , 0.071643 , 1274082.000000
631.000000, 0.023413 , 0.017704 , 1266988.000000
1384.000000, 0.023413 , 0.050457 , 1235883.000000
477.000000, 0.023413 , 0.013422 , 1360139.000000
698.000000, 0.023413 , 0.019972 , 1371031.000000
358.000000, 0.023413 , 0.008550 , 1367988.000000
180.000000, 0.023413 , 0.004798 , 1366967.000000
423.000000, 0.023413 , 0.012990 , 1260431.000000
1468.000000, 0.023413 , 0.051441 , 1166444.000000
3559.000000, 0.023413 , 0.121000 , 1306597.000000
668.000000, 0.023413 , 0.019359 , 1353605.000000
1070.000000, 0.023413 , 0.033801 , 1376609.000000
2248.000000, 0.023413 , 0.061484 , 1421526.000000
110.000000, 0.023413 , 0.003519 , 1460139.000000
133.000000, 0.023413 , 0.003283 , 1461317.000000
48.000000, 0.023413 , 0.001171 , 1459448.000000
87.000000, 0.023413 , 0.002789 , 1449637.000000
54.000000, 0.023413 , 0.000811 , 1445548.000000
182.000000, 0.023413 , 0.004678 , 1446719.000000
41.000000, 0.023413 , 0.001406 , 1417549.000000
31.000000, 0.023413 , 0.001175 , 1353700.000000
95.000000, 0.023413 , 0.002779 , 1439724.000000
189.000000, 0.023413 , 0.006066 , 1447894.000000
87.000000, 0.023413 , 0.002657 , 1453365.000000
150.000000, 0.023413 , 0.004703 , 1452449.000000
35.000000, 0.023413 , 0.000826 , 1450872.000000
145.000000, 0.023413 , 0.002595 , 1448036.000000
119.000000, 0.023413 , 0.003650 , 1447236.000000
112.000000, 0.023413 , 0.003716 , 1420632.000000
1546.000000, 0.023413 , 0.047037 , 1359245.000000
990.000000, 0.023413 , 0.030412 , 1385098.000000
323.000000, 0.023413 , 0.009617 , 1383593.000000
795.000000, 0.023413 , 0.027106 , 1371079.000000
1348.000000, 0.023413 , 0.038762 , 1381786.000000
807.000000, 0.023413 , 0.026208 , 1382926.000000
232.000000, 0.023413 , 0.006083 , 1394670.000000
97.000000, 0.023413 , 0.003306 , 1402148.000000
783.000000, 0.023413 , 0.021823 , 1407015.000000
242.000000, 0.023413 , 0.006689 , 1436574.000000
135.000000, 0.023413 , 0.004409 , 1436039.000000
211.000000, 0.023413 , 0.006068 , 1420837.000000
192.000000, 0.023413 , 0.005651 , 1418676.000000
563.000000, 0.023413 , 0.016974 , 1426631.000000
215.000000, 0.023413 , 0.010009 , 1442739.000000
82.000000, 0.023413 , 0.002473 , 1425550.000000
292.000000, 0.023413 , 0.008528 , 1422528.000000
305.000000, 0.023413 , 0.008935 , 1440643.000000
189.000000, 0.023413 , 0.006773 , 1446706.000000
149.000000, 0.023413 , 0.003477 , 1448921.000000
33.000000, 0.023413 , 0.000783 , 1434801.000000
210.000000, 0.023413 , 0.006730 , 1433380.000000
173.000000, 0.023413 , 0.003534 , 1426539.000000
909.000000, 0.023413 , 0.025387 , 1439286.000000
60.000000, 0.023413 , 0.001399 , 1442469.000000
185.000000, 0.023413 , 0.004813 , 1449064.000000
75.000000, 0.023413 , 0.001776 , 1451189.000000
126.000000, 0.023413 , 0.003294 , 1439610.000000
37.000000, 0.023413 , 0.000995 , 1433794.000000
54.000000, 0.023413 , 0.001802 , 1426780.000000
87.000000, 0.023413 , 0.003205 , 1421188.000000
1892.000000, 0.023413 , 0.061464 , 1369584.000000
346.000000, 0.023413 , 0.010084 , 1346158.000000
360.000000, 0.023413 , 0.013489 , 1315013.000000
1351.000000, 0.023413 , 0.045507 , 1245440.000000
1275.000000, 0.023413 , 0.045953 , 1259537.000000
1472.000000, 0.023413 , 0.048040 , 1281085.000000
1258.000000, 0.023413 , 0.042457 , 1279744.000000
490.000000, 0.023413 , 0.014750 , 1292119.000000
562.000000, 0.023413 , 0.015606 , 1289739.000000
